#SampleID	Var
EMC04.441704	Young
EM056.T3.441716	Elderly
EM034.441676	Elderly
EM056.441606	Elderly
EM059.T3.441604	Elderly
EM068.441712	Elderly
EM086.441698	Elderly
EM082.441607	Elderly
EM065.441667	Elderly
EM079.441724	Elderly
EM124.441697	Elderly
EM044.441601	Elderly
EM040.441709	Elderly
EM072.T3.441632	Elderly
EM094.T3.441588	Elderly
EM071.441747	Elderly
EM039.441743	Elderly
EM092.441616	Elderly
EM090.T3.441662	Elderly
EM076.441622	Elderly
EM062.441720	Elderly
EM150.441648	Elderly
EM165.441597	Elderly
EM061.441673	Elderly
EMC01.441661	Young
EM083.T3.441744	Elderly
EM070.441682	Elderly
EM133.441663	Elderly
EMC09.441635	Young
EM156.441613	Elderly
EM108.441694	Elderly
EMC05.441628	Young
EM122.441699	Elderly
EM059.441715	Elderly
EM031.441732	Elderly
EM049.T3.441671	Elderly
EM130.441701	Elderly
EMC07.441636	Young
EM081.441618	Elderly
EM134.441735	Elderly
EM168.441668	Elderly
EM167.441702	Elderly
EM063.T3.441695	Elderly
EM052.441625	Elderly
EM146.441718	Elderly
EM078.441658	Elderly
EM140.441608	Elderly
EM093.441602	Elderly
EM091.441686	Elderly
EM074.441596	Elderly
EM095.T3.441590	Elderly
EM057.441605	Elderly
EM064.441592	Elderly
EM152.441730	Elderly
EM141.441684	Elderly
EM086.T3.441746	Elderly
EM144.441736	Elderly
EM102.441633	Elderly
EMC06.441610	Young
EM101.441623	Elderly
EM055.441603	Elderly
EM145.441690	Elderly
EM063.441621	Elderly
EM178.441705	Elderly
EM113.441619	Elderly
EM131.441591	Elderly
EM054.T3.441749	Elderly
EM109.441669	Elderly
EM118.441693	Elderly
EM138.441753	Elderly
EM100.441714	Elderly
EM058.441637	Elderly
EM066.T3.441647	Elderly
EM169.441653	Elderly
EM103.441691	Elderly
EM043.441739	Elderly
EM151.441595	Elderly
EM147.441617	Elderly
EM155.441678	Elderly
EM117.441609	Elderly
EM174.441652	Elderly
EM036.441587	Elderly
EMC08.441752	Young
EM050.441672	Elderly
EM065.T3.441614	Elderly
EM136.441650	Elderly
EM080.441727	Elderly
EM111.441634	Elderly
EM163.441642	Elderly
EM042.441674	Elderly
EM162.441728	Elderly
EM033.441685	Elderly
EM100.T3.441627	Elderly
EM110.441723	Elderly
EM084.441599	Elderly
EM077.T3.441639	Elderly
EM182.441681	Elderly
EM098.441733	Elderly
EM159.441719	Elderly
EM222.441725	Elderly
EM055.T3.441626	Elderly
EM075.441644	Elderly
EM046.441741	Elderly
EM054.441707	Elderly
EM126.441679	Elderly
EM073.T3.441721	Elderly
EM179.441612	Elderly
EM071.T3.441734	Elderly
EM072.441643	Elderly
EM125.441659	Elderly
EM173.441754	Elderly
EM093.T3.441670	Elderly
EM038.441649	Elderly
EM066.441656	Elderly
EM032.441683	Elderly
EM129.441689	Elderly
EM114.441710	Elderly
EMC03.441713	Young
EM090.441664	Elderly
EM112.441630	Elderly
EM049.441600	Elderly
EM142.441711	Elderly
EM116.441657	Elderly
EM067.441615	Elderly
EM060.T3.441729	Elderly
EM096.441706	Elderly
EM094.441640	Elderly
EM148.441631	Elderly
EM085.441675	Elderly
EM160.441703	Elderly
EM047.441722	Elderly
EM057.T3.441589	Elderly
EM106.441745	Elderly
EM149.441655	Elderly
EM047.T3.441645	Elderly
EM132.441696	Elderly
EM053.441738	Elderly
EM098.T3.441740	Elderly
EM166.441748	Elderly
EM115.441641	Elderly
EM158.441731	Elderly
EM088.441638	Elderly
EM087.441726	Elderly
EM089.441742	Elderly
EM170.441651	Elderly
EM209.441665	Elderly
EM137.441680	Elderly
EM107.441620	Elderly
EM105.441629	Elderly
EM073.441594	Elderly
EM123.441687	Elderly
EM089.T3.441624	Elderly
EM077.441646	Elderly
EM083.441666	Elderly
EMC02.441750	Young
EM053.T3.441688	Elderly
EM082.T3.441751	Elderly
EM035.441593	Elderly
EM139.441611	Elderly
EM099.441708	Elderly
EM069.441700	Elderly
EM180.441692	Elderly
EM135.441660	Elderly
EM183.441654	Elderly
EM095.441717	Elderly
EM060.441677	Elderly
EM037.441737	Elderly
