#SampleID	Var
SRS022858.574406	female
SRS063307.570653	female
SRS021790.576317	female
SRS011410.570454	male
SRS015389.573465	female
SRS052697.573305	female
SRS015518.572205	female
SRS016056.575793	male
SRS057447.570806	male
SRS058416.575342	male
SRS020811.575527	male
SRS014978.570429	male
SRS018427.575694	male
SRS019990.576063	female
SRS015782.570244	male
SRS050733.571338	female
SRS018068.575993	female
SRS013386.571770	male
SRS018133.570446	male
SRS016630.575910	female
SRS020413.572892	male
SRS023671.575037	female
SRS042387.574196	male
SRS013543.571468	female
SRS011271.570242	male
SRS044415.571480	female
SRS016954.573937	male
SRS014923.575333	male
SRS020983.570993	male
SRS014885.571435	male
SRS020527.573698	male
SRS015133.575616	female
SRS020233.571448	male
SRS011415.570853	female
SRS019846.570854	female
SRS020350.575544	female
SRS011157.572834	male
SRS014659.575591	male
SRS011300.570651	male
SRS063324.572433	female
SRS011653.575556	female
SRS018313.575129	male
SRS013638.573699	male
SRS017455.572226	female
SRS022291.574760	female
SRS017821.573378	male
SRS054608.570991	female
SRS015452.570749	male
SRS011586.574634	female
SRS014369.575805	male
SRS017191.571061	male
SRS020755.570974	male
SRS020584.572609	male
SRS015663.574452	male
SRS018370.571565	male
SRS021724.575151	female
SRS055482.574421	female
SRS011452.573598	male
SRS014287.575983	male
SRS015332.574075	female
SRS049823.574392	female
SRS021853.576597	male
SRS015724.576129	female
SRS053335.574838	female
SRS015247.573888	female
SRS012191.575409	female
SRS022546.571178	female
SRS022354.575121	male
SRS047642.574920	male
SRS047950.573238	male
SRS022033.573903	male
SRS015599.573980	female
SRS016335.574806	male
SRS062610.573115	female
SRS021304.570956	male
SRS015578.571615	male
SRS023242.573391	male
SRS017307.573991	male
SRS011621.574052	female
SRS065665.572519	female
SRS063524.570449	female
SRS054461.575014	female
SRS024682.575524	male
SRS042415.573963	male
SRS017394.570518	male
SRS017997.575028	male
SRS014235.575451	male
SRS016990.572825	male
SRS013801.571266	male
SRS044146.570376	female
SRS016152.575818	female
SRS014999.573319	female
SRS011413.574891	female
SRS045414.575582	female
SRS018733.576038	female
SRS020290.575215	male
SRS046313.573233	male
SRS046382.571580	male
SRS021065.570555	female
SRS018250.572026	female
SRS018817.576371	male
SRS016095.576115	female
SRS045613.573221	female
SRS052471.571491	male
SRS016841.574223	male
SRS013762.575688	male
SRS065466.573967	female
SRS016517.572220	female
SRS011405.573854	female
SRS063068.571182	female
SRS017764.574643	male
SRS064335.576415	female
SRS014442.576591	female
SRS048838.571581	male
SRS023302.575573	female
SRS019267.572944	female
SRS021109.576014	female
SRS063138.571059	female
SRS017878.574593	male
SRS022159.574664	female
SRS016400.574860	male
SRS013490.574260	male
SRS043804.574131	male
SRS017701.572771	female
SRS013177.574389	male
SRS021241.571478	female
SRS017103.576059	male
SRS065725.572916	male
SRS015190.574603	female
SRS015911.574784	male
SRS014613.575883	female
SRS064321.574734	male
SRS020926.575158	male
SRS014823.573220	female
SRS020641.575934	male
SRS013687.574921	male
SRS043299.571343	male
SRS057267.575683	male
SRS054590.570811	female
SRS017521.574116	female
SRS023365.574376	female
SRS016437.570695	male
SRS018076.571839	male
SRS018607.575108	male
SRS015960.575325	male
SRS013216.572775	male
SRS022735.571961	female
SRS023791.575870	male
SRS020470.572461	male
SRS015281.574499	male
SRS018190.571470	male
SRS016753.575947	male
SRS046349.571012	male
SRS017266.574666	male
SRS021664.571072	male
SRS014345.572672	female
SRS017641.575969	male
SRS049157.576520	female
SRS016018.576061	male
SRS020698.571008	male
SRS048008.572082	female
SRS016916.571068	male
SRS045607.576274	female
SRS021427.570998	male
SRS016267.574460	male
SRS021175.572518	female
SRS020869.573690	male
SRS018559.572688	female
SRS022798.573725	male
SRS011529.572499	male
SRS016203.576485	female
SRS022225.570741	female
SRS018489.573389	female
SRS014572.575816	female
SRS021364.571294	female
SRS049959.573354	male
SRS052196.570693	female
SRS048853.572732	male
SRS048722.571397	female
SRS016585.571610	female
